order_item_id,order_id,product_id,quantity,unit_price_cents,discount_pct
392,133,88,3,2914,10
393,134,106,3,8943,10
394,135,79,3,7718,15
395,136,22,2,7737,20
396,136,129,2,22197,5
397,136,31,2,18801,15
398,137,103,2,5734,0
399,137,99,2,10798,5
400,137,50,2,76133,0
401,138,23,3,12370,0
402,139,105,3,5388,5
403,140,129,1,22197,5
404,140,80,3,25826,0
405,141,47,1,26189,0
406,141,45,2,4793,0
407,141,57,3,43577,5
408,141,52,1,10374,20
409,142,107,3,2852,5
410,142,149,1,21714,20
411,142,87,3,6253,10
412,142,74,3,5168,10
413,143,27,2,5124,0
414,143,29,2,5679,15
415,143,77,2,16368,10
416,143,145,3,2749,5
417,143,92,1,1168,0
418,144,88,2,2914,0
419,144,64,1,11154,0
420,144,14,2,34891,0
421,144,129,2,22197,20
422,145,121,3,31449,5
423,145,86,3,5085,15
424,145,72,1,56852,0
425,146,140,1,13494,0
426,146,100,2,10475,15
427,146,16,3,11167,5
428,146,139,1,36748,20
429,147,67,1,1118,5
430,148,126,3,44365,0
431,148,137,3,98300,0
432,148,107,1,2852,0
433,149,93,2,44770,0
434,149,92,2,1168,0
435,149,44,1,35472,20
436,149,70,3,23703,20
437,149,25,1,21576,20
438,150,139,1,36748,15
439,150,6,1,2386,10
440,150,3,1,4862,0
441,150,129,2,22197,10
442,151,68,3,21251,10
443,151,58,3,5881,5
444,151,127,3,7024,0
445,151,81,1,1827,10
446,152,131,1,18705,0
447,153,51,1,17314,0
448,153,41,3,62050,5
449,153,140,3,13494,0
450,154,109,2,7325,15
451,154,105,3,5388,0
452,154,11,3,12063,10
453,154,51,3,17314,20
454,155,49,3,5982,0
455,155,79,3,7718,20
456,155,26,3,19472,20
457,155,128,1,8256,15
458,155,35,2,3958,15
459,156,100,2,10475,20
460,156,70,1,23703,5
461,156,79,1,7718,20
462,157,136,3,18015,5
463,157,32,3,34048,0
464,158,91,3,4612,5
465,158,110,1,1902,0
466,159,84,1,13163,5
467,159,16,2,11167,0
468,160,119,2,5947,5
469,160,117,2,16602,5
470,161,143,3,3379,0
471,161,51,3,17314,15
472,161,5,1,12605,0
473,162,82,2,20813,5
474,162,45,3,4793,10
475,162,18,3,69910,10
476,162,13,2,6575,5
477,162,80,3,25826,0
478,163,5,1,12605,15
479,163,62,1,12613,10
480,163,60,3,87675,0
481,163,36,1,6799,0
482,164,14,2,34891,5
483,164,29,1,5679,10
484,164,6,2,2386,5
485,164,31,3,18801,0
486,164,112,1,8812,15
487,165,73,3,4391,10
488,165,38,1,61947,0
489,165,115,1,3558,20
490,165,28,1,5795,5
491,165,138,1,5435,10
492,166,79,2,7718,0
493,166,44,3,35472,5
494,166,12,2,8038,0
495,166,148,1,23262,0
496,167,138,1,5435,15
497,168,126,1,44365,20
498,168,14,1,34891,20
499,168,27,2,5124,0
500,169,38,3,61947,15
501,170,25,1,21576,0
502,170,100,2,10475,5
503,170,91,2,4612,0
504,171,30,3,64462,15
505,171,36,1,6799,20
506,172,49,3,5982,20
507,172,103,3,5734,0
508,172,95,2,5785,5
509,172,8,1,7533,5
510,173,60,2,87675,15
511,173,90,3,2547,0
512,173,140,2,13494,0
513,173,141,3,20886,15
514,173,26,3,19472,5
515,174,137,2,98300,20
516,174,128,1,8256,0
517,175,60,1,87675,5
518,175,148,2,23262,20
519,175,101,3,104734,5
520,175,109,1,7325,20
521,175,64,2,11154,5
522,176,111,1,5235,20
523,176,11,3,12063,10
524,176,148,3,23262,0
525,176,1,3,22303,10
526,177,60,2,87675,0
527,178,31,2,18801,0
528,178,26,3,19472,20
529,178,59,2,11729,10
530,178,1,3,22303,0
531,179,29,1,5679,20
532,179,69,2,1763,0
533,179,53,2,6141,20
534,179,51,1,17314,15
535,180,34,2,19613,0
536,180,123,3,5135,15
537,180,125,1,106692,10
538,180,137,2,98300,20
539,180,37,3,13473,5
540,181,28,3,5795,10
541,181,105,3,5388,0
542,182,91,1,4612,5
543,182,79,3,7718,15
544,182,123,3,5135,10
545,182,37,2,13473,20
546,183,78,3,25106,0
547,183,92,3,1168,15
548,184,94,3,24419,5
549,185,141,1,20886,0
550,186,44,1,35472,20
551,186,77,1,16368,15
552,186,68,2,21251,0
553,187,60,3,87675,15
554,187,105,1,5388,5
555,187,64,2,11154,5
556,187,138,3,5435,0
557,187,77,3,16368,0
558,188,147,2,7155,5
559,188,53,1,6141,15
560,188,52,1,10374,0
561,189,75,3,15710,20
562,189,71,2,6424,0
563,189,36,2,6799,5
564,189,44,3,35472,0
565,190,81,3,1827,0
566,190,133,3,7704,0
567,190,148,1,23262,10
568,190,95,1,5785,20
569,190,20,3,12448,0
570,191,57,2,43577,0
571,191,88,2,2914,0
572,192,122,1,5675,15
573,192,65,2,4314,5
574,192,66,1,14182,5
575,193,139,2,36748,0
576,193,138,2,5435,15
577,193,122,1,5675,0
578,194,2,1,4027,0
579,194,18,3,69910,20
580,194,56,3,39996,15
581,194,57,2,43577,15
582,194,116,1,49805,15
583,195,20,1,12448,0
584,196,105,2,5388,0
585,196,123,2,5135,15
586,196,109,1,7325,10
587,196,118,1,2198,15
588,197,29,2,5679,5
589,197,78,2,25106,20
590,197,81,3,1827,0
591,197,24,2,22479,0
592,197,76,3,21281,0
593,198,80,1,25826,10
594,198,100,3,10475,0
595,199,23,2,12370,15
596,199,82,3,20813,0
597,199,56,1,39996,0
598,199,92,1,1168,10
599,199,57,2,43577,0
600,200,148,2,23262,0
601,200,20,1,12448,15
602,200,78,3,25106,5
603,200,19,2,8855,0
604,201,132,3,29436,15
605,201,123,2,5135,15
606,201,88,3,2914,0
607,202,84,1,13163,20
608,203,37,2,13473,5
609,203,88,2,2914,20
610,203,130,2,3932,5
611,204,145,2,2749,15
612,204,53,3,6141,0
613,205,109,3,7325,10
614,205,57,2,43577,15
615,205,11,1,12063,0
616,205,149,2,21714,0
617,205,70,3,23703,15
618,206,136,3,18015,15
619,206,3,1,4862,20
620,206,65,3,4314,0
621,207,95,1,5785,0
622,207,12,2,8038,0
623,207,59,1,11729,0
624,207,132,3,29436,0
625,208,86,1,5085,15
626,209,47,2,26189,5
627,209,101,1,104734,10
628,209,97,2,31743,0
629,209,21,2,22149,5
630,209,140,2,13494,10
631,210,75,2,15710,10
632,210,57,3,43577,20
633,210,41,1,62050,15
634,210,50,1,76133,5
635,210,43,2,69132,15
636,211,44,1,35472,10
637,211,111,3,5235,0
638,211,6,1,2386,15
639,211,66,3,14182,0
640,211,13,3,6575,0
641,212,5,2,12605,10
642,212,76,2,21281,20
643,212,23,2,12370,0
644,212,58,1,5881,20
645,213,71,1,6424,5
646,213,45,2,4793,0
647,213,91,1,4612,0
648,213,124,1,802,10
649,213,19,3,8855,15
650,214,11,2,12063,15
651,214,144,1,6276,10
652,214,136,3,18015,20
653,214,32,1,34048,20
654,214,25,3,21576,15
655,215,117,3,16602,20
656,215,62,3,12613,20
657,215,131,3,18705,10
658,215,103,1,5734,5
659,215,93,1,44770,0
660,216,147,3,7155,15
661,216,110,1,1902,10
662,216,69,3,1763,0
663,216,51,3,17314,0
664,216,2,2,4027,15
665,217,68,3,21251,0
666,217,70,3,23703,0
667,217,145,3,2749,5
668,217,116,1,49805,5
669,218,131,3,18705,0
670,218,68,3,21251,0
671,218,82,3,20813,0
672,218,92,2,1168,20
673,218,107,3,2852,0
674,219,15,1,4792,5
675,219,44,3,35472,5
676,219,105,1,5388,0
677,219,2,2,4027,0
678,219,25,2,21576,0
679,220,77,1,16368,0
680,220,16,3,11167,20
681,220,47,3,26189,0
682,220,134,1,3277,0
683,220,120,3,22987,10
684,221,1,1,22303,0
685,221,43,2,69132,0
686,222,25,3,21576,0
687,223,52,1,10374,5
688,223,124,3,802,0
689,223,109,3,7325,0
690,223,2,3,4027,0
691,223,70,2,23703,0
692,224,101,2,104734,15
693,224,131,2,18705,10
694,224,66,1,14182,5
695,224,90,1,2547,0
696,225,84,2,13163,10
697,225,111,3,5235,0
698,226,21,2,22149,0
699,226,149,2,21714,0
700,226,48,3,4231,0
701,227,64,2,11154,0
702,227,65,1,4314,0
703,228,134,3,3277,0
704,229,134,1,3277,20
705,229,74,3,5168,0
706,229,133,2,7704,0
707,230,9,2,10988,0
708,230,136,3,18015,10
709,230,92,2,1168,0
710,230,106,3,8943,0
711,230,47,1,26189,15
712,231,70,2,23703,5
713,231,50,3,76133,0
714,231,148,2,23262,0
715,231,71,2,6424,5
716,231,64,1,11154,5
717,232,36,1,6799,15
718,232,62,2,12613,20
719,233,129,1,22197,5
720,233,3,2,4862,0
721,234,14,3,34891,0
722,234,107,1,2852,0
723,234,27,2,5124,5
724,235,69,2,1763,0
725,235,92,2,1168,20
726,235,6,3,2386,10
727,236,138,1,5435,5
728,236,132,3,29436,0
729,236,122,2,5675,15
730,237,109,1,7325,0
731,237,20,2,12448,15
732,237,22,2,7737,15
733,237,44,2,35472,10
734,237,91,3,4612,5
735,238,141,1,20886,0
736,238,123,3,5135,0
737,238,111,3,5235,0
738,238,45,3,4793,15
739,238,50,3,76133,0
740,239,148,3,23262,20
741,239,15,1,4792,0
742,239,7,2,1137,10
743,239,107,1,2852,0
744,240,36,1,6799,0
745,240,142,1,7481,15
746,241,73,1,4391,10
747,241,148,3,23262,5
748,241,121,3,31449,15
749,241,37,3,13473,10
750,241,146,2,2879,10
751,242,24,2,22479,0
752,242,121,2,31449,0
753,243,128,3,8256,5
754,243,144,2,6276,0
755,243,3,1,4862,20
756,244,100,1,10475,0
757,244,51,3,17314,15
758,244,111,3,5235,5
759,244,119,2,5947,0
760,244,107,2,2852,0
761,245,72,1,56852,0
762,245,111,1,5235,15
763,245,51,2,17314,10
764,245,19,2,8855,0
765,245,49,3,5982,10
766,246,6,1,2386,15
767,246,50,2,76133,15
768,246,28,1,5795,0
769,246,76,1,21281,0
770,246,72,1,56852,5
771,247,9,1,10988,0
772,247,88,2,2914,0
773,247,22,3,7737,5
774,247,40,1,8292,0
775,248,104,1,1014,15
776,248,121,1,31449,0
777,249,83,3,4219,10
778,249,86,3,5085,0
779,249,43,2,69132,5
780,249,12,3,8038,0
781,250,119,1,5947,0
782,250,87,2,6253,10
783,251,129,1,22197,5
784,251,42,1,12253,15
785,251,100,3,10475,0
786,251,24,3,22479,0
787,251,67,1,1118,0
788,252,63,3,32668,0
789,252,85,1,96244,15
790,252,92,2,1168,0
791,252,120,3,22987,0
792,253,146,3,2879,0
793,253,133,3,7704,0
794,253,51,2,17314,15
795,254,42,2,12253,5
796,254,123,1,5135,20
797,254,79,3,7718,10
798,254,71,2,6424,15
799,254,146,1,2879,0
800,255,105,1,5388,10
801,255,51,2,17314,0
802,255,142,2,7481,15
803,255,135,2,4575,0
804,255,149,1,21714,10
805,256,54,1,23925,5
806,257,142,1,7481,10
807,257,69,3,1763,0
808,257,14,1,34891,0
809,257,97,3,31743,5
810,258,112,1,8812,15
811,258,99,1,10798,20
812,258,16,2,11167,0
813,258,72,1,56852,10
814,258,143,1,3379,0
815,259,48,3,4231,0
816,259,112,3,8812,10
817,260,49,2,5982,10
818,260,148,2,23262,15
819,261,148,2,23262,20
820,261,87,3,6253,5
821,261,100,3,10475,0
822,262,96,2,31762,0
823,262,123,3,5135,0
824,262,122,2,5675,10
825,263,59,1,11729,20
826,263,57,3,43577,20
827,263,84,2,13163,10
828,264,38,2,61947,10
829,264,71,1,6424,0
830,265,21,2,22149,0
831,265,87,2,6253,20
832,266,103,2,5734,5
833,266,22,1,7737,20
834,266,16,1,11167,15
835,266,89,3,32102,20
836,266,93,3,44770,0
837,267,41,1,62050,15
838,267,87,3,6253,5
839,267,136,2,18015,20
840,267,59,3,11729,10
841,267,42,3,12253,0
842,268,90,2,2547,10
843,268,23,3,12370,0
844,269,36,2,6799,5
845,269,37,3,13473,10
846,269,131,1,18705,10
847,269,53,3,6141,15
848,270,24,2,22479,0
849,270,30,2,64462,0
850,270,111,2,5235,0
851,271,40,1,8292,15
852,271,120,2,22987,0
853,271,13,3,6575,20
854,271,63,1,32668,0
855,272,91,3,4612,20
856,273,145,1,2749,10
857,273,57,3,43577,20
858,274,101,3,104734,15
859,275,73,2,4391,15
860,275,15,1,4792,0
861,276,78,3,25106,5
862,277,144,3,6276,5
863,277,24,3,22479,15
864,277,50,1,76133,0
865,277,53,1,6141,10
866,278,94,3,24419,0
867,278,81,1,1827,15
868,278,64,2,11154,5
869,279,106,3,8943,5
870,279,38,3,61947,15
871,279,24,3,22479,20
872,280,88,1,2914,0
873,280,122,3,5675,0
874,280,146,3,2879,10
875,281,43,1,69132,10
876,281,85,3,96244,15
877,282,85,2,96244,5
878,283,29,1,5679,0
879,283,36,3,6799,10
880,284,63,2,32668,0
881,284,7,3,1137,20
882,285,50,2,76133,0
883,285,105,1,5388,0
884,285,133,1,7704,0
885,286,54,1,23925,0
886,286,55,2,11943,20
887,287,12,3,8038,15
888,287,103,3,5734,10
889,287,84,3,13163,10
890,287,106,3,8943,15
891,288,140,2,13494,15
892,288,145,1,2749,10
893,289,120,2,22987,5
894,289,107,1,2852,5
895,289,81,2,1827,10
896,290,25,3,21576,15
897,290,136,3,18015,0
898,290,30,2,64462,5
899,290,49,2,5982,5
900,291,68,2,21251,15
901,292,96,3,31762,20
902,292,23,3,12370,10
903,292,142,1,7481,5
904,292,104,3,1014,5
905,293,48,2,4231,0
906,293,15,2,4792,15
907,294,1,1,22303,5
908,294,68,2,21251,20
909,295,129,2,22197,5
910,295,124,1,802,10
911,296,56,3,39996,0
912,296,14,1,34891,0
913,296,50,1,76133,15
914,296,40,3,8292,20
915,296,16,3,11167,0
916,297,76,2,21281,15
917,297,48,3,4231,0
918,298,19,2,8855,5
919,298,117,1,16602,0
920,298,148,3,23262,20
921,298,18,2,69910,0
922,299,29,3,5679,15
923,300,85,3,96244,10
924,300,70,2,23703,10
925,300,142,3,7481,15
926,300,94,2,24419,5
927,300,36,1,6799,10
928,301,7,2,1137,15
929,302,89,2,32102,10
930,303,82,2,20813,10
931,304,91,1,4612,0
932,304,107,2,2852,20
933,304,8,2,7533,15
934,305,125,2,106692,5
935,305,145,2,2749,15
936,306,5,1,12605,0
937,306,56,1,39996,0
938,306,88,2,2914,15
939,306,94,3,24419,20
940,306,18,1,69910,10
941,307,9,1,10988,5
942,307,73,1,4391,0
943,307,111,2,5235,20
944,308,11,2,12063,10
945,308,54,1,23925,20
946,308,25,2,21576,10
947,309,83,3,4219,0
948,309,87,1,6253,15
949,309,39,1,11179,5
950,309,27,2,5124,15
951,309,140,3,13494,0
952,310,13,1,6575,10
953,310,28,2,5795,15
954,310,141,1,20886,0
955,310,83,1,4219,0
956,311,73,1,4391,0
957,312,93,3,44770,20
958,312,148,2,23262,10
959,312,85,1,96244,0
960,312,73,1,4391,0
961,312,39,3,11179,0
962,313,29,2,5679,0
963,314,83,3,4219,20
964,314,89,3,32102,20
965,314,53,3,6141,0
966,315,83,1,4219,0
967,315,127,3,7024,0
968,315,128,2,8256,5
969,315,63,1,32668,15
970,316,8,2,7533,5
971,316,18,2,69910,20
972,316,129,1,22197,0
973,316,30,2,64462,10
974,317,87,3,6253,15
975,318,111,2,5235,5
976,318,65,1,4314,0
977,318,66,1,14182,20
978,318,148,3,23262,10
979,318,43,2,69132,20
980,319,132,1,29436,10
981,320,109,3,7325,20
982,320,19,3,8855,20
983,320,29,2,5679,0
984,321,1,3,22303,0
985,321,40,2,8292,10
986,322,85,3,96244,20
987,322,80,3,25826,0
988,323,3,1,4862,0
989,323,138,3,5435,0
990,323,109,1,7325,15
991,323,35,3,3958,20
992,323,79,2,7718,0
993,324,103,3,5734,0
994,324,109,3,7325,0
995,324,119,2,5947,0
996,325,77,1,16368,0
997,325,35,1,3958,15
998,326,37,2,13473,20
999,326,23,3,12370,10
1000,326,38,2,61947,10
1001,326,112,1,8812,5
1002,327,60,3,87675,0
1003,327,50,3,76133,5
1004,327,116,3,49805,0
1005,328,131,3,18705,0
1006,329,75,3,15710,0
1007,329,127,1,7024,5
1008,329,140,3,13494,15
1009,329,22,3,7737,15
1010,329,141,1,20886,15
1011,330,3,2,4862,0
1012,330,128,2,8256,0
1013,330,124,1,802,0
1014,330,139,3,36748,10
1015,330,88,3,2914,0
1016,331,15,3,4792,10
1017,331,78,1,25106,0
1018,332,36,2,6799,0
1019,332,75,3,15710,0
1020,332,74,3,5168,0
1021,333,132,3,29436,20
1022,333,49,1,5982,0
1023,334,104,1,1014,10
1024,334,64,3,11154,20
1025,334,120,2,22987,0
1026,334,45,3,4793,0
1027,335,129,2,22197,15
1028,335,144,3,6276,5
1029,335,63,2,32668,0
1030,336,103,1,5734,10
1031,336,84,3,13163,0
1032,336,143,2,3379,10
1033,336,12,3,8038,20
1034,337,106,2,8943,15
1035,337,126,3,44365,0
1036,337,65,2,4314,10
1037,337,52,1,10374,15
1038,337,141,1,20886,20
1039,338,93,1,44770,0
1040,338,59,1,11729,10
1041,338,76,1,21281,0
1042,338,68,3,21251,15
1043,339,36,2,6799,5
1044,339,101,3,104734,0
1045,339,50,3,76133,5
1046,339,30,2,64462,20
1047,339,68,2,21251,15
1048,340,103,2,5734,0
1049,341,19,1,8855,15
1050,341,133,2,7704,0
1051,341,54,1,23925,10
1052,341,106,2,8943,0
1053,342,20,3,12448,15
1054,343,11,3,12063,5
1055,344,139,3,36748,20
1056,345,1,3,22303,20
1057,345,104,2,1014,0
1058,346,108,2,83584,10
1059,346,16,2,11167,0
1060,346,25,2,21576,20
1061,347,80,1,25826,15
1062,347,105,3,5388,0
1063,348,38,1,61947,0
1064,348,11,3,12063,10
1065,349,123,2,5135,20
1066,349,5,3,12605,0
1067,349,11,2,12063,0
