order_id,customer_id,store_id,order_date,channel,order_status
100,408,7,2026-07-31,mobile_app,completed
101,335,2,2025-12-30,mobile_app,completed
102,180,3,2026-04-03,marketplace,completed
103,536,5,2026-04-09,web,cancelled
104,270,8,2026-08-30,mobile_app,completed
105,3,1,2025-09-10,web,refunded
106,154,1,2026-07-02,marketplace,refunded
107,515,1,2026-07-14,mobile_app,completed
108,319,8,2026-03-21,web,completed
109,506,4,2026-08-27,web,cancelled
110,555,1,2025-12-29,mobile_app,completed
111,315,4,2026-03-29,mobile_app,completed
112,87,3,2026-04-03,marketplace,completed
113,335,4,2025-11-22,web,completed
114,478,6,2026-06-12,web,completed
115,221,4,2026-01-15,mobile_app,completed
116,256,3,2026-02-07,web,completed
117,203,2,2026-08-15,marketplace,completed
118,588,7,2025-12-26,mobile_app,cancelled
119,177,3,2026-04-09,mobile_app,completed
120,511,8,2026-07-24,web,refunded
121,430,4,2026-07-01,marketplace,completed
122,225,5,2026-08-28,web,refunded
123,225,7,2026-09-15,mobile_app,refunded
124,368,6,2025-05-23,marketplace,cancelled
125,490,4,2025-12-23,web,completed
126,114,6,2026-08-07,web,completed
127,499,6,2026-09-05,web,completed
128,326,4,2026-09-07,marketplace,cancelled
129,344,4,2026-01-13,web,completed
130,111,8,2026-08-10,marketplace,completed
131,231,1,2026-02-20,mobile_app,completed
132,76,7,2026-07-19,web,completed
133,495,3,2026-07-21,marketplace,completed
134,272,4,2026-08-21,web,completed
135,503,1,2026-06-21,mobile_app,completed
136,492,4,2026-03-06,web,completed
137,272,7,2025-11-02,web,completed
138,232,1,2026-08-19,web,completed
139,555,4,2026-02-01,marketplace,refunded
140,549,8,2026-07-19,marketplace,refunded
141,515,3,2026-09-19,web,refunded
142,152,2,2026-05-04,web,completed
143,430,3,2026-06-08,marketplace,completed
144,283,7,2026-08-01,web,completed
145,504,4,2026-08-26,web,cancelled
146,453,7,2025-12-24,marketplace,refunded
147,537,4,2026-08-29,web,completed
148,52,4,2026-09-18,mobile_app,completed
149,501,8,2026-06-15,marketplace,completed
150,227,4,2026-09-08,mobile_app,completed
151,313,7,2026-06-20,mobile_app,completed
152,384,5,2026-05-09,mobile_app,completed
153,284,5,2026-05-01,mobile_app,completed
154,144,5,2025-11-13,mobile_app,completed
155,488,3,2026-08-07,marketplace,completed
156,92,5,2026-01-31,mobile_app,completed
157,598,2,2026-03-18,mobile_app,refunded
158,424,3,2026-03-17,web,refunded
159,185,6,2026-09-01,marketplace,completed
160,173,8,2026-09-03,web,cancelled
161,5,6,2025-05-20,web,completed
162,353,7,2026-04-02,marketplace,completed
163,351,4,2026-09-19,web,completed
164,39,5,2026-05-22,marketplace,refunded
165,10,2,2026-02-07,marketplace,completed
166,205,4,2026-01-31,mobile_app,cancelled
167,92,8,2025-12-05,web,refunded
168,104,8,2026-01-01,mobile_app,completed
169,321,2,2026-09-19,web,cancelled
170,175,8,2026-05-05,marketplace,completed
171,395,7,2026-08-06,marketplace,refunded
172,164,8,2025-10-27,marketplace,completed
173,452,6,2026-07-24,web,completed
174,153,1,2026-09-04,web,refunded
175,504,5,2026-02-15,web,completed
176,324,1,2025-11-28,web,refunded
177,212,6,2026-05-13,mobile_app,cancelled
178,574,6,2026-08-22,marketplace,cancelled
179,109,8,2026-05-14,web,refunded
180,347,1,2026-02-18,marketplace,cancelled
181,521,3,2026-01-26,marketplace,cancelled
182,517,4,2026-05-18,mobile_app,completed
183,561,4,2026-07-04,web,cancelled
184,183,6,2026-09-09,marketplace,completed
185,597,5,2026-08-22,mobile_app,cancelled
186,391,1,2025-10-24,web,completed
187,555,8,2025-07-21,web,completed
188,14,8,2026-09-15,web,completed
189,178,7,2026-07-16,web,completed
190,41,1,2026-07-31,marketplace,refunded
191,426,2,2026-09-17,mobile_app,completed
192,544,1,2026-08-26,web,refunded
193,263,1,2026-08-08,marketplace,cancelled
194,527,3,2025-08-31,marketplace,refunded
195,158,6,2025-09-09,web,completed
196,258,4,2026-07-30,mobile_app,completed
197,65,2,2026-07-07,mobile_app,completed
198,140,5,2026-07-31,marketplace,completed
199,127,7,2026-02-24,marketplace,completed
200,118,1,2026-09-06,marketplace,cancelled
201,132,2,2026-03-03,web,completed
202,580,7,2026-08-15,web,cancelled
203,227,7,2026-09-12,mobile_app,cancelled
204,565,2,2026-06-19,mobile_app,completed
205,78,1,2026-05-16,marketplace,refunded
206,298,2,2026-08-04,mobile_app,completed
207,457,3,2026-07-30,marketplace,completed
208,531,8,2026-04-19,web,completed
209,534,5,2026-04-23,marketplace,cancelled
210,7,4,2025-09-15,web,completed
211,117,8,2026-05-11,web,cancelled
212,58,3,2025-09-19,marketplace,completed
213,421,3,2026-05-30,marketplace,cancelled
214,430,3,2026-06-18,mobile_app,completed
215,442,1,2026-02-17,marketplace,completed
216,489,2,2026-08-30,mobile_app,completed
217,211,2,2026-05-15,web,completed
218,566,3,2026-06-26,mobile_app,completed
219,103,6,2025-10-25,marketplace,completed
220,39,7,2026-08-19,marketplace,completed
221,529,1,2026-05-29,mobile_app,completed
222,405,1,2026-09-13,marketplace,completed
223,573,5,2026-08-25,web,completed
224,526,5,2026-04-21,marketplace,refunded
225,70,4,2026-06-14,marketplace,completed
226,270,7,2026-03-15,marketplace,completed
227,188,4,2026-09-14,mobile_app,refunded
228,256,2,2026-06-21,web,completed
229,555,6,2025-07-26,marketplace,refunded
230,591,7,2026-07-11,mobile_app,completed
231,216,6,2026-04-27,mobile_app,completed
232,382,5,2025-11-08,mobile_app,refunded
233,242,4,2026-07-05,web,refunded
234,530,8,2026-08-28,mobile_app,cancelled
235,99,5,2026-05-28,mobile_app,cancelled
236,204,5,2026-09-09,mobile_app,refunded
237,149,6,2026-06-27,mobile_app,completed
238,278,6,2026-06-03,marketplace,cancelled
239,216,2,2025-09-21,web,completed
240,400,5,2026-04-11,mobile_app,completed
241,366,8,2026-07-23,mobile_app,refunded
242,547,8,2026-06-12,marketplace,refunded
243,160,3,2025-10-11,mobile_app,completed
244,441,4,2026-06-28,web,completed
245,433,5,2026-09-20,mobile_app,completed
246,504,3,2025-12-09,web,completed
247,223,8,2026-05-15,mobile_app,completed
248,257,2,2026-05-15,marketplace,cancelled
249,472,4,2026-07-06,mobile_app,completed
250,204,4,2026-09-15,web,refunded
251,123,1,2025-11-27,web,cancelled
252,158,2,2026-08-22,web,completed
253,257,8,2025-11-21,marketplace,completed
254,480,3,2026-08-22,web,refunded
255,373,2,2026-08-14,marketplace,completed
256,69,3,2026-02-18,web,refunded
257,197,7,2026-05-17,marketplace,completed
258,82,1,2026-07-08,mobile_app,cancelled
259,237,4,2026-06-01,marketplace,completed
260,367,7,2026-08-14,web,completed
261,162,8,2026-04-12,mobile_app,refunded
262,247,7,2026-08-25,marketplace,completed
263,17,5,2026-02-02,web,completed
264,524,8,2025-09-06,mobile_app,completed
265,263,7,2026-06-07,marketplace,completed
266,591,5,2026-07-07,web,completed
267,392,1,2026-06-27,mobile_app,completed
268,228,7,2026-07-17,web,completed
269,562,7,2025-12-20,marketplace,completed
270,537,5,2026-03-17,mobile_app,completed
271,25,6,2026-08-09,marketplace,completed
272,56,3,2026-05-14,mobile_app,refunded
273,114,1,2025-11-03,mobile_app,completed
274,265,3,2026-02-14,marketplace,completed
275,540,1,2025-05-22,mobile_app,completed
276,398,6,2026-07-01,web,completed
277,237,2,2026-03-15,mobile_app,completed
278,313,3,2026-07-05,web,completed
279,31,4,2026-07-02,web,refunded
280,233,3,2026-06-26,mobile_app,completed
281,208,3,2026-02-03,mobile_app,completed
282,122,3,2026-03-11,marketplace,completed
283,311,5,2026-06-25,web,cancelled
284,274,4,2026-07-20,marketplace,completed
285,489,8,2025-10-10,marketplace,completed
286,419,5,2026-08-29,mobile_app,refunded
287,502,4,2026-07-05,mobile_app,refunded
288,40,8,2026-09-08,web,completed
289,397,1,2026-04-14,web,cancelled
290,56,3,2026-09-05,mobile_app,completed
291,26,4,2026-07-29,mobile_app,completed
292,168,2,2026-09-04,web,cancelled
293,45,3,2026-06-24,web,refunded
294,457,2,2026-08-15,web,completed
295,511,8,2026-08-27,web,cancelled
296,7,5,2026-01-01,marketplace,refunded
297,340,7,2025-12-30,web,completed
298,37,6,2026-06-06,mobile_app,cancelled
299,540,4,2025-11-27,marketplace,completed
300,542,5,2026-06-20,mobile_app,completed
301,239,4,2026-08-31,web,completed
302,121,7,2026-03-11,mobile_app,cancelled
303,218,5,2025-11-14,mobile_app,completed
304,564,2,2026-07-04,marketplace,cancelled
305,491,3,2026-08-13,mobile_app,cancelled
306,58,6,2026-09-17,marketplace,completed
307,399,5,2025-12-07,marketplace,completed
308,310,3,2025-11-23,web,completed
309,158,8,2025-12-03,marketplace,completed
310,5,2,2025-10-07,mobile_app,refunded
311,294,8,2026-05-19,marketplace,completed
312,281,2,2025-09-27,web,completed
313,554,1,2026-09-01,mobile_app,completed
314,89,8,2026-06-10,marketplace,completed
315,477,8,2026-08-31,web,completed
316,339,6,2026-09-07,mobile_app,refunded
317,589,7,2026-03-08,marketplace,completed
318,73,8,2026-09-14,mobile_app,completed
319,446,4,2026-04-04,web,cancelled
320,475,8,2026-05-21,web,completed
321,507,2,2026-06-24,web,completed
322,299,8,2026-07-30,web,completed
323,446,6,2026-06-20,web,refunded
324,289,7,2026-07-16,marketplace,completed
325,193,6,2026-06-22,mobile_app,completed
326,17,8,2025-07-25,marketplace,cancelled
327,522,8,2026-06-28,mobile_app,completed
328,514,6,2025-12-17,web,completed
329,116,2,2026-09-06,web,completed
330,553,1,2026-09-10,mobile_app,completed
331,578,8,2026-05-29,marketplace,completed
332,497,2,2025-09-07,mobile_app,completed
333,155,3,2026-06-24,mobile_app,completed
334,87,3,2025-08-23,mobile_app,completed
335,119,7,2025-11-01,mobile_app,completed
336,149,1,2026-08-12,mobile_app,refunded
337,280,2,2026-04-27,mobile_app,completed
338,70,2,2025-12-07,marketplace,completed
339,223,2,2026-07-20,web,completed
340,332,2,2025-09-29,mobile_app,completed
341,62,5,2026-04-05,web,refunded
342,109,2,2026-08-24,web,cancelled
343,257,8,2026-06-17,web,completed
344,273,7,2025-10-10,marketplace,cancelled
345,503,2,2026-08-02,marketplace,completed
346,581,6,2026-01-29,mobile_app,refunded
347,297,1,2026-07-29,mobile_app,completed
348,499,8,2026-08-21,marketplace,refunded
349,245,5,2026-09-05,mobile_app,completed
350,536,3,2026-03-10,marketplace,refunded
351,177,5,2026-06-19,web,completed
352,346,3,2026-05-21,mobile_app,completed
353,145,6,2026-05-24,marketplace,completed
354,386,8,2025-09-08,web,completed
355,291,8,2026-09-18,marketplace,cancelled
356,422,1,2026-01-01,marketplace,refunded
357,429,4,2025-12-28,web,completed
358,153,8,2026-09-20,mobile_app,refunded
359,215,8,2026-07-14,web,completed
360,162,2,2026-08-19,web,completed
361,334,6,2025-09-29,web,cancelled
362,205,2,2026-03-30,mobile_app,refunded
363,368,3,2026-01-26,web,completed
364,175,4,2026-09-09,web,refunded
365,336,3,2025-12-31,marketplace,completed
366,482,1,2026-09-14,mobile_app,cancelled
367,368,2,2026-02-21,web,completed
368,380,1,2026-09-17,marketplace,cancelled
369,544,5,2026-07-01,marketplace,completed
370,375,2,2026-09-07,marketplace,completed
371,490,4,2026-04-09,mobile_app,cancelled
372,498,2,2026-01-18,mobile_app,completed
373,283,8,2026-06-25,web,cancelled
374,136,8,2026-08-20,marketplace,completed
375,23,6,2026-03-16,mobile_app,refunded
376,496,1,2026-05-08,web,refunded
377,180,3,2026-09-01,web,cancelled
378,267,1,2026-05-02,marketplace,completed
379,26,3,2026-08-27,mobile_app,refunded
380,297,8,2026-09-15,mobile_app,cancelled
381,565,7,2026-06-20,marketplace,completed
382,200,5,2026-09-20,web,completed
383,457,7,2026-07-21,web,refunded
384,13,5,2026-03-30,mobile_app,completed
385,89,8,2026-01-16,marketplace,completed
386,570,3,2026-03-11,web,cancelled
387,310,8,2026-02-21,web,completed
388,308,5,2026-07-30,mobile_app,completed
389,69,8,2026-07-10,marketplace,cancelled
390,150,3,2025-10-24,mobile_app,completed
391,50,2,2026-07-12,marketplace,completed
392,331,5,2026-06-01,mobile_app,cancelled
393,497,3,2026-02-22,web,completed
394,573,2,2026-08-29,mobile_app,cancelled
395,536,3,2026-08-13,marketplace,refunded
396,315,2,2026-04-04,mobile_app,completed
397,496,4,2026-08-14,web,completed
398,481,1,2026-02-25,web,refunded
399,360,5,2026-02-14,marketplace,completed
400,102,1,2026-08-08,marketplace,completed
401,102,8,2025-10-02,mobile_app,refunded
402,478,8,2026-02-28,mobile_app,completed
403,320,8,2026-09-19,web,refunded
404,449,2,2026-05-17,web,completed
405,173,4,2025-12-15,mobile_app,completed
406,512,5,2026-06-11,marketplace,cancelled
407,502,3,2026-08-18,web,completed
408,28,6,2026-05-12,web,completed
409,510,6,2026-08-08,marketplace,completed
410,311,3,2026-02-03,mobile_app,completed
411,58,7,2026-05-07,marketplace,completed
412,598,6,2025-06-07,mobile_app,cancelled
413,422,4,2026-02-27,web,completed
414,346,6,2026-01-22,web,completed
415,400,8,2026-04-14,web,completed
416,171,7,2026-05-28,web,completed
417,95,2,2026-05-26,marketplace,refunded
418,310,7,2026-09-14,marketplace,cancelled
419,192,8,2026-05-26,mobile_app,completed
420,327,7,2025-09-07,mobile_app,completed
421,252,7,2026-03-09,mobile_app,completed
422,140,5,2025-07-28,marketplace,completed
423,407,2,2026-03-18,marketplace,completed
424,242,2,2026-06-26,web,completed
425,503,2,2026-08-09,mobile_app,completed
426,56,4,2026-09-05,mobile_app,refunded
427,242,3,2026-02-17,mobile_app,completed
428,341,2,2026-08-09,web,refunded
429,335,1,2026-01-31,marketplace,cancelled
430,313,2,2026-06-30,web,completed
431,328,3,2026-09-11,mobile_app,completed
432,187,4,2026-04-29,web,refunded
433,204,3,2026-09-12,web,cancelled
434,465,4,2026-09-20,web,completed
435,290,7,2026-09-19,web,cancelled
436,470,3,2025-09-29,mobile_app,completed
437,363,7,2026-05-27,mobile_app,completed
438,325,3,2026-08-04,mobile_app,completed
439,512,7,2026-06-11,mobile_app,cancelled
440,155,8,2026-05-02,web,refunded
441,267,7,2025-10-03,web,cancelled
442,358,5,2026-02-12,web,completed
443,598,3,2025-05-27,mobile_app,completed
444,97,2,2026-06-04,mobile_app,completed
445,492,5,2026-07-14,marketplace,completed
446,464,3,2025-11-01,web,refunded
447,57,7,2026-06-27,web,completed
448,158,7,2025-10-28,marketplace,completed
449,488,7,2026-07-15,web,completed
450,159,2,2026-08-30,mobile_app,completed
451,583,1,2026-07-13,marketplace,completed
452,97,5,2026-07-08,mobile_app,completed
453,187,7,2026-04-29,marketplace,completed
454,190,5,2025-07-19,marketplace,cancelled
455,6,3,2026-05-29,marketplace,completed
456,405,3,2026-09-10,web,completed
457,493,4,2026-08-13,mobile_app,completed
458,483,4,2026-07-23,web,refunded
459,426,5,2026-09-11,web,cancelled
460,66,7,2025-12-29,mobile_app,refunded
461,356,1,2026-06-04,web,cancelled
462,348,8,2026-07-11,web,refunded
463,89,4,2026-07-09,web,completed
464,179,2,2026-09-18,mobile_app,completed
465,571,2,2026-06-17,marketplace,refunded
466,114,2,2025-07-24,marketplace,cancelled
467,121,3,2026-03-10,marketplace,refunded
468,343,4,2026-06-29,mobile_app,completed
469,425,4,2026-08-08,web,completed
470,11,2,2026-09-11,web,cancelled
471,155,5,2026-05-12,mobile_app,completed
472,457,8,2026-08-05,marketplace,refunded
473,130,5,2026-03-05,web,refunded
474,534,3,2025-11-24,web,cancelled
475,248,2,2026-06-07,marketplace,cancelled
476,520,2,2026-04-25,mobile_app,completed
477,547,5,2026-05-04,marketplace,completed
478,422,7,2025-10-12,web,completed
479,271,8,2026-08-29,marketplace,completed
480,542,8,2026-06-24,mobile_app,cancelled
481,122,6,2026-07-04,marketplace,completed
482,498,3,2025-05-21,marketplace,cancelled
483,70,5,2025-12-23,marketplace,completed
484,334,7,2025-07-19,mobile_app,cancelled
485,285,3,2026-08-26,marketplace,completed
486,127,4,2026-07-28,marketplace,completed
487,594,6,2026-03-05,mobile_app,completed
488,102,3,2026-03-19,web,completed
489,186,5,2026-09-04,mobile_app,cancelled
490,332,2,2025-09-30,web,completed
491,118,8,2026-09-09,marketplace,completed
492,253,7,2025-09-01,mobile_app,completed
493,146,3,2026-07-04,web,completed
494,390,4,2025-11-16,marketplace,refunded
495,443,6,2026-06-09,marketplace,completed
496,337,3,2026-02-08,marketplace,refunded
497,178,8,2026-04-24,mobile_app,completed
498,9,4,2026-03-12,mobile_app,completed
499,288,5,2026-07-04,marketplace,completed
500,215,7,2025-12-07,web,completed
501,579,3,2025-11-20,marketplace,completed
502,234,5,2026-07-03,web,cancelled
503,574,7,2026-08-02,marketplace,completed
504,417,8,2026-04-18,mobile_app,completed
505,6,2,2026-05-27,marketplace,completed
506,77,6,2026-02-25,mobile_app,completed
507,443,6,2026-04-23,mobile_app,completed
508,342,2,2026-08-31,marketplace,cancelled
509,309,1,2026-09-10,marketplace,completed
510,99,4,2026-08-22,marketplace,cancelled
511,198,2,2025-11-18,marketplace,completed
512,456,1,2026-06-30,web,completed
513,598,3,2026-08-21,web,completed
514,520,7,2026-08-08,mobile_app,refunded
515,479,6,2026-06-05,marketplace,refunded
516,229,4,2026-05-04,web,completed
517,569,8,2026-08-12,web,completed
518,23,2,2026-02-16,web,refunded
519,246,3,2026-07-19,marketplace,cancelled
520,251,4,2026-09-17,marketplace,completed
521,521,4,2026-08-23,marketplace,refunded
522,67,6,2026-08-22,mobile_app,completed
523,598,4,2026-04-22,web,completed
524,138,6,2025-07-02,web,completed
525,26,5,2026-07-29,marketplace,completed
526,514,2,2026-04-21,mobile_app,completed
527,206,6,2026-04-09,mobile_app,completed
528,307,7,2026-06-25,mobile_app,cancelled
529,566,8,2026-06-12,mobile_app,completed
530,428,1,2025-12-20,mobile_app,completed
531,364,7,2026-09-03,marketplace,completed
532,588,7,2026-08-05,web,completed
533,176,3,2025-12-05,web,cancelled
534,378,6,2026-04-06,mobile_app,completed
535,211,8,2026-05-12,web,completed
536,337,8,2026-06-29,mobile_app,refunded
537,256,7,2026-03-22,mobile_app,refunded
538,69,4,2026-08-04,mobile_app,cancelled
539,519,2,2025-08-27,marketplace,completed
540,476,2,2026-05-31,marketplace,completed
541,166,2,2025-12-23,web,refunded
542,280,3,2026-03-12,web,completed
543,49,2,2026-07-31,mobile_app,cancelled
544,384,1,2025-11-25,mobile_app,completed
545,197,2,2026-05-08,marketplace,completed
546,335,4,2025-11-25,marketplace,completed
547,109,1,2026-08-02,mobile_app,completed
548,378,4,2025-08-06,mobile_app,completed
549,398,3,2026-07-10,mobile_app,refunded
550,600,4,2026-04-03,marketplace,completed
551,511,7,2026-06-24,web,completed
552,455,3,2026-08-07,mobile_app,refunded
553,340,1,2026-05-10,marketplace,completed
554,7,2,2025-07-01,web,refunded
555,94,4,2026-06-15,web,completed
556,460,8,2026-06-14,web,completed
557,444,8,2026-02-22,web,cancelled
558,465,8,2026-09-07,web,completed
559,384,7,2026-04-03,mobile_app,completed
560,395,7,2026-07-05,mobile_app,completed
561,253,6,2025-12-30,marketplace,completed
562,467,3,2026-02-03,web,completed
563,394,2,2026-06-21,marketplace,cancelled
564,513,7,2026-07-20,marketplace,completed
565,353,4,2026-08-09,marketplace,completed
566,296,3,2026-07-06,mobile_app,completed
567,462,3,2026-06-20,web,cancelled
568,419,2,2026-07-19,marketplace,completed
569,66,4,2026-03-15,mobile_app,completed
570,8,5,2026-07-20,mobile_app,completed
571,59,2,2026-06-24,web,refunded
572,487,4,2026-08-17,web,completed
573,497,2,2026-02-16,mobile_app,cancelled
574,33,2,2026-05-24,mobile_app,completed
575,446,6,2026-06-19,mobile_app,completed
576,504,6,2025-10-20,web,cancelled
577,193,6,2026-08-09,web,refunded
578,328,3,2026-09-06,marketplace,cancelled
579,151,1,2026-06-13,marketplace,completed
580,221,7,2026-04-11,web,completed
581,500,3,2026-06-13,web,completed
582,562,6,2025-12-17,marketplace,completed
583,168,8,2026-07-30,mobile_app,completed
584,10,2,2026-04-10,marketplace,cancelled
585,99,3,2026-04-10,web,refunded
586,445,7,2025-12-15,web,completed
587,501,3,2026-01-16,marketplace,cancelled
588,125,4,2026-09-19,web,completed
589,551,1,2025-10-27,mobile_app,completed
590,185,6,2026-02-15,web,completed
591,166,1,2025-11-10,web,completed
592,558,1,2026-08-07,web,completed
593,321,6,2026-09-20,marketplace,refunded
594,368,7,2026-02-03,web,completed
595,276,4,2026-07-24,marketplace,cancelled
596,254,2,2026-06-20,marketplace,completed
597,388,2,2025-11-30,web,cancelled
598,399,7,2025-12-04,mobile_app,completed
599,380,7,2026-09-03,marketplace,cancelled
600,90,6,2026-08-15,web,completed
601,96,2,2025-09-30,marketplace,completed
602,510,2,2026-08-14,mobile_app,cancelled
603,436,6,2026-07-16,web,completed
604,389,2,2026-08-27,mobile_app,completed
605,272,7,2026-01-04,web,completed
606,472,2,2026-08-05,web,completed
607,542,7,2026-08-13,web,refunded
608,276,8,2026-03-11,web,refunded
609,114,3,2025-09-05,mobile_app,completed
610,131,7,2025-12-23,marketplace,cancelled
611,54,7,2026-07-07,marketplace,cancelled
612,289,7,2026-09-13,web,completed
613,106,4,2026-09-10,marketplace,completed
614,197,4,2026-05-29,web,completed
615,314,4,2026-09-12,web,completed
616,276,6,2026-05-16,marketplace,completed
617,484,2,2026-01-11,mobile_app,refunded
618,100,3,2026-07-28,mobile_app,completed
619,90,2,2026-08-02,web,completed
620,45,5,2026-06-13,marketplace,completed
621,23,3,2026-02-11,mobile_app,completed
622,408,2,2026-07-30,web,cancelled
623,10,5,2026-09-12,mobile_app,completed
624,47,1,2026-03-31,marketplace,completed
625,255,1,2026-08-10,marketplace,completed
626,302,1,2026-06-19,mobile_app,refunded
627,598,7,2025-07-18,marketplace,cancelled
628,405,7,2026-09-05,mobile_app,completed
629,181,3,2025-10-30,marketplace,completed
630,72,4,2026-08-18,mobile_app,completed
631,45,2,2026-06-14,mobile_app,completed
632,347,8,2026-02-06,marketplace,completed
633,127,2,2026-02-19,marketplace,cancelled
634,395,5,2026-03-20,web,completed
635,87,3,2026-09-11,web,completed
636,107,6,2026-07-22,mobile_app,refunded
637,151,8,2026-01-20,marketplace,completed
638,327,7,2026-04-16,marketplace,completed
639,546,7,2026-05-29,web,cancelled
640,62,3,2026-09-19,mobile_app,completed
641,147,7,2026-06-23,mobile_app,cancelled
642,76,3,2026-08-06,web,refunded
643,583,3,2026-08-29,mobile_app,completed
644,455,1,2026-08-18,mobile_app,completed
645,33,1,2026-06-05,mobile_app,completed
646,387,7,2026-08-01,marketplace,cancelled
647,573,8,2026-08-28,mobile_app,refunded
648,277,6,2026-05-15,marketplace,completed
649,12,4,2026-05-31,marketplace,completed
650,584,8,2026-09-03,web,completed
651,9,7,2026-07-09,marketplace,cancelled
652,100,2,2026-02-05,marketplace,completed
653,166,2,2025-12-13,marketplace,cancelled
654,145,6,2026-01-14,mobile_app,refunded
655,397,2,2025-11-23,web,completed
656,70,6,2026-04-23,web,completed
657,472,5,2026-07-27,mobile_app,refunded
658,419,3,2026-09-10,mobile_app,completed
659,44,1,2026-08-29,marketplace,refunded
660,584,4,2026-07-23,mobile_app,refunded
661,444,2,2026-03-17,mobile_app,completed
662,482,6,2026-04-17,marketplace,completed
663,371,4,2026-05-03,web,refunded
664,86,7,2025-07-12,web,completed
665,439,5,2026-01-01,web,refunded
666,165,7,2026-07-08,web,completed
667,270,8,2026-08-01,web,cancelled
668,357,1,2026-03-02,mobile_app,refunded
669,467,6,2026-06-19,marketplace,completed
